"ShaderTypeName","ShaderType","Frequency","NumShaders","ShadersSize"
"FHdrCustomResolveVS","Global","SF_Vertex","1","333"
"FHeightFogVS","Global","SF_Vertex","1","422"
"FHeterogeneousVolumesCompositeCS","Global","SF_Compute","1","3102"
"FHeterogeneousVolumesFilterCS","Global","SF_Compute","3","2262"
"FHeterogeneousVolumesUpsampleCS","Global","SF_Compute","2","917"
"FHistogramAtomicCS","Global","SF_Compute","6","7413"
"FHistogramAtomicConvertCS","Global","SF_Compute","1","683"
"FHistogramCS","Global","SF_Compute","5","8529"
"FHistogramReducePS","Global","SF_Pixel","1","593"
"FHitProxyCopyPS","Global","SF_Pixel","1","417"
"FIESAtlasAddTextureCS","Global","SF_Compute","1","665"
"FIESLightProfilePS","Global","SF_Pixel","1","1221"
"FInitIndirectArgs1DCS","Global","SF_Compute","1","375"
"FInitIndirectArgsCS","Global","SF_Compute","1","415"
"FInitPageFreeListCS","Global","SF_Compute","1","335"
"FInjectAmbientCubemapPS","Global","SF_Pixel","1","353"
"FInjectMegaLightsCS","Global","SF_Compute","4","2712"
"FInjectShadowedLocalLightPS","Global","SF_Pixel","80","410654"
"FInstanceCullingOcclusionQueryCS","Global","SF_Compute","4","16224"
"FInstanceCullingOcclusionQueryDebugPS","Global","SF_Pixel","1","353"
"FInstanceCullingOcclusionQueryDebugVS","Global","SF_Vertex","1","4017"
"FInstanceCullingOcclusionQueryPS","Global","SF_Pixel","1","257"
"FInstanceCullingOcclusionQueryVS","Global","SF_Vertex","2","3433"
"FInterpolateGroomGuidesCS","Global","SF_Compute","2","4091"
"FInvertDisplacementPS","Global","SF_Pixel","1","282"
"FInvertDisplacementVS","Global","SF_Vertex","1","577"
"FLUTBlenderCS","Global","SF_Compute","15","103755"
"FLUTBlenderPS","Global","SF_Pixel","15","104699"
"FLandscapeCopyTexturePS","Global","SF_Pixel","1","475"
"FLandscapeCopyTextureVS","Global","SF_Vertex","1","376"
"FLandscapeEditLayersHeightmapsGenerateMipsPS","Global","SF_Pixel","1","928"
"FLandscapeEditLayersHeightmapsGenerateNormalsPS","Global","SF_Pixel","1","2070"
"FLandscapeEditLayersHeightmapsMergeEditLayerPS","Global","SF_Pixel","1","867"
"FLandscapeEditLayersResolveLayerDataPS","Global","SF_Pixel","2","619"
"FLandscapeEditLayersWeightmapsGenerateMipsPS","Global","SF_Pixel","1","701"
"FLandscapeEditLayersWeightmapsMergeEditLayerPS","Global","SF_Pixel","1","824"
"FLandscapeEditLayersWeightmapsPackWeightmapPS","Global","SF_Pixel","1","562"
"FLandscapeEditLayersWeightmapsPerformLegacyWeightBlendingPS","Global","SF_Pixel","1","761"
"FLandscapeLayerWeightmapExtractMaterialLayersCS","Global","SF_Compute","1","448"
"FLandscapeLayerWeightmapPackMaterialLayersCS","Global","SF_Compute","1","1007"
"FLandscapeLayersHeightmapMipsPS","Global","SF_Pixel","1","1296"
"FLandscapeLayersHeightmapPS","Global","SF_Pixel","1","1896"
"FLandscapeLayersHeightmapsFinalizeHeightmapPS","Global","SF_Pixel","1","2472"
"FLandscapeLayersHeightmapsGenerateMipsPS","Global","SF_Pixel","1","941"
"FLandscapeLayersHeightmapsMergeEditLayersPS","Global","SF_Pixel","1","859"
"FLandscapeLayersHeightmapsStitchHeightmapPS","Global","SF_Pixel","1","2612"
"FLandscapeLayersVS","Global","SF_Vertex","1","360"
"FLandscapeLayersWeightmapMipsPS","Global","SF_Pixel","1","880"
"FLandscapeLayersWeightmapPS","Global","SF_Pixel","1","456"
"FLandscapeLayersWeightmapsFinalizeWeightmapPS","Global","SF_Pixel","1","1199"
"FLandscapeLayersWeightmapsGenerateMipsPS","Global","SF_Pixel","1","689"
"FLandscapeLayersWeightmapsMergeEditLayersPS","Global","SF_Pixel","1","578"
"FLandscapeMergeTexturesPS","Global","SF_Pixel","2","909"
"FLandscapePackRGBAChannelsPS","Global","SF_Pixel","1","437"
"FLandscapeResampleMergedTexturePS","Global","SF_Pixel","2","1046"
"FLensFlareBlurCS","Global","SF_Compute","1","604"
"FLensFlareBlurComputeShaderVS","Global","SF_Vertex","1","711"
"FLensFlareBlurPS","Global","SF_Pixel","1","288"
"FLensFlareBlurVS","Global","SF_Vertex","1","835"
"FLensFlareCompositePS","Global","SF_Pixel","1","448"
"FLensFlareCopyBloomPS","Global","SF_Pixel","1","251"
"FLightGridFeedbackStatusCS","Global","SF_Compute","1","464"
"FLightGridInjectionCS","Global","SF_Compute","96","327547"
"FLocalFogVolumeTiledCullingCS","Global","SF_Compute","2","3102"
"FLocalFogVolumeTiledRenderPS","Global","SF_Pixel","2","4790"
"FLocalFogVolumeTiledRenderVS","Global","SF_Vertex","1","566"
"FLongGPUTaskPS","Global","SF_Pixel","1","367"
"FMarkHeightfieldPagesCS","Global","SF_Compute","1","2636"
"FMarkTopLevelGridVoxelsForFrustumGrid","Global","SF_Compute","1","846"
"FMarkValidityPS","Global","SF_Pixel","1","237"
"FMediaShadersVS","Global","SF_Vertex","1","254"
"FMemcpyCS","Global","SF_Compute","3","1308"
"FMemsetBufferCS","Global","SF_Compute","3","1176"
"FMitchellNetravaliDownsampleCS","Global","SF_Compute","2","3715"
"FMobileCubeDownsamplePS","Global","SF_Pixel","1","544"
"FModifyAlphaSwizzleRgbaPS","Global","SF_Pixel","3","759"
"FMotionBlurFilterCS","Global","SF_Compute","10","29065"
"FMotionBlurFilterTileClassifyCS","Global","SF_Compute","2","2703"
"FMotionBlurVelocityDilateGatherCS","Global","SF_Compute","2","3258"
"FMotionBlurVelocityDilateScatterPS","Global","SF_Pixel","1","176"
"FMotionBlurVelocityDilateScatterVS","Global","SF_Vertex","1","963"
"FMotionBlurVelocityFlattenCS","Global","SF_Compute","2","4247"
"FMotionBlurVisualizePS","Global","SF_Pixel","1","1697"
"FNULLPS","Global","SF_Pixel","1","249"
"FNV12ConvertAsBytesPS","Global","SF_Pixel","1","1230"
"FNV12ConvertPS","Global","SF_Pixel","1","1104"
"FNV21ConvertPS","Global","SF_Pixel","1","726"
"FNiagaraClearAsyncGpuTraceCS","Global","SF_Compute","1","285"
"FNiagaraClearCountsIntCS","Global","SF_Compute","1","331"
"FNiagaraClearCountsIntCS_Legacy","Global","SF_Compute","1","331"
"FNiagaraClearCountsUIntCS","Global","SF_Compute","1","332"
"FNiagaraClearCountsUIntCS_Legacy","Global","SF_Compute","1","332"
"FNiagaraClearUAVCS","Global","SF_Compute","1","429"
"FNiagaraCopySVTToDenseBufferCS","Global","SF_Compute","1","572"
"FNiagaraDebugDrawLinePS","Global","SF_Pixel","1","451"
"FNiagaraDebugDrawLineVS","Global","SF_Vertex","1","701"
"FNiagaraDispatchIndirectArgsGenCS","Global","SF_Compute","1","787"
"FNiagaraDrawIndirectArgsGenCS","Global","SF_Compute","2","1178"
"FNiagaraDrawIndirectResetCountsCS","Global","SF_Compute","1","327"
"FNiagaraGenerateMipsCS","Global","SF_Compute","4","2288"
"FNiagaraInitFreeIDBufferCS","Global","SF_Compute","1","331"
"FNiagaraInstanceCountsInitCS","Global","SF_Compute","1","332"
"FNiagaraLWCTileShiftPositionsCS","Global","SF_Compute","1","649"
"FNiagaraRayMarchGlobalSdfCS","Global","SF_Compute","1","2259"
"FNiagaraRibbonAggregationApplyCS","Global","SF_Compute","6","3235"
"FNiagaraRibbonAggregationStepCS","Global","SF_Compute","9","5483"
"FNiagaraRibbonCreateIndexBufferCS","Global","SF_Compute","4","4889"
"FNiagaraRibbonCreateIndexBufferParamsCS","Global","SF_Compute","3","2937"
"FNiagaraRibbonSortPhase1CS","Global","SF_Compute","6","5014"
"FNiagaraRibbonSortPhase2CS","Global","SF_Compute","6","5591"
"FNiagaraRibbonUVParamCalculationCS","Global","SF_Compute","3","6782"
"FNiagaraRibbonVertexReductionFinalizeCS","Global","SF_Compute","6","6101"
"FNiagaraRibbonVertexReductionInitializationCS","Global","SF_Compute","9","17219"
"FNiagaraSimpleElement2DArrayAttribute","Global","SF_Pixel","1","720"
"FNiagaraSimpleElementPS","Global","SF_Pixel","1","611"
"FNiagaraSimpleElementVolumeAttribute","Global","SF_Pixel","1","915"
"FNiagaraSortKeyGenCS","Global","SF_Compute","4","5705"
"FNiagaraUpdateCollisionGroupMapCS","Global","SF_Compute","1","695"
"FNiagaraUpdateMeshGPUSceneInstancesCS","Global","SF_Compute","2","12697"
"FNiagaraVisualizeTexturePS","Global","SF_Pixel","8","9347"
"FOITPixelCombineCS","Global","SF_Compute","2","2373"
"FOITSortTriangleIndex_AllocateCS","Global","SF_Compute","1","424"
"FOITSortTriangleIndex_ScanCS","Global","SF_Compute","1","1033"
"FOITSortTriangleIndex_WriteOutCS","Global","SF_Compute","1","600"
"FObjectCullPS","Global","SF_Pixel","2","6017"
"FObjectCullVS","Global","SF_Vertex","1","662"
"FOcclusionQueryPS","Global","SF_Pixel","1","249"
"FOcclusionQueryVS","Global","SF_Vertex","1","353"
"FOculusAlphaInverseShader","Global","SF_Pixel","1","263"
"FOculusBlackShader","Global","SF_Pixel","1","249"
"FOculusCubemapPS","Global","SF_Pixel","1","547"
"FOculusVertexShader","Global","SF_Vertex","1","254"
"FOculusWhiteShader","Global","SF_Pixel","1","249"
"FOneColorPS","Global","SF_Pixel","1","187"
"FOnePassPointShadowProjectionPS1falsefalse","Global","SF_Pixel","1","1099"
"FOnePassPointShadowProjectionPS1falsetrue","Global","SF_Pixel","1","1075"
"FOnePassPointShadowProjectionPS1truefalse","Global","SF_Pixel","1","2210"
"FOnePassPointShadowProjectionPS2falsefalse","Global","SF_Pixel","1","1099"
"FOnePassPointShadowProjectionPS2falsetrue","Global","SF_Pixel","1","1075"
"FOnePassPointShadowProjectionPS2truefalse","Global","SF_Pixel","1","2210"
"FOnePassPointShadowProjectionPS3falsefalse","Global","SF_Pixel","1","1481"
"FOnePassPointShadowProjectionPS3falsetrue","Global","SF_Pixel","1","1485"
"FOnePassPointShadowProjectionPS3truefalse","Global","SF_Pixel","1","2462"
"FOnePassPointShadowProjectionPS4falsefalse","Global","SF_Pixel","1","1707"
"FOnePassPointShadowProjectionPS4falsetrue","Global","SF_Pixel","1","1671"
"FOnePassPointShadowProjectionPS4truefalse","Global","SF_Pixel","1","2541"
"FOnePassPointShadowProjectionPS5falsefalse","Global","SF_Pixel","1","2459"
"FOnePassPointShadowProjectionPS5falsetrue","Global","SF_Pixel","1","2378"
"FOnePassPointShadowProjectionPS5truefalse","Global","SF_Pixel","1","3382"
"FOpaqueRoughRefractionPS","Global","SF_Pixel","1","251"
"FP010ConvertAsUINT16sPS","Global","SF_Pixel","1","1207"
"FP010ConvertPS","Global","SF_Pixel","1","1083"
"FP010_2101010ConvertPS","Global","SF_Pixel","1","1308"
"FPackTwoForOneFFTPassCS","Global","SF_Compute","1","994"
"FPageFreeListReturnCS","Global","SF_Compute","1","323"
"FPageFreeListReturnIndirectArgBufferCS","Global","SF_Compute","1","350"
"FParticleBoundsCS","Global","SF_Compute","1","1552"
"FParticleCurveInjectionPS","Global","SF_Pixel","1","176"
"FParticleCurveInjectionVS","Global","SF_Vertex","1","446"
"FParticleInjectionVS","Global","SF_Vertex","1","662"
"FParticleSimVisualizePS","Global","SF_Pixel","1","497"
"FParticleSimVisualizeVS","Global","SF_Vertex","1","305"
"FParticleSimulationClearPS","Global","SF_Pixel","1","203"
"FParticleSortKeyGenCS","Global","SF_Compute","1","625"
"FParticleTileVS","Global","SF_Vertex","1","681"
"FPixelShaderUtils::FRasterizeToRectsVS","Global","SF_Vertex","2","1173"
"FPlanarReflectionPS","Global","SF_Pixel","1","1364"
"FPopulateCompositeDepthPS","Global","SF_Pixel","5","2738"
"FPostProcessBenchmarkPS0","Global","SF_Pixel","1","687"
"FPostProcessBenchmarkPS1","Global","SF_Pixel","1","437"
"FPostProcessBenchmarkPS2","Global","SF_Pixel","1","478"
"FPostProcessBenchmarkPS3","Global","SF_Pixel","1","268"
"FPostProcessBenchmarkPS4","Global","SF_Pixel","1","612"
"FPostProcessBenchmarkPS5","Global","SF_Pixel","1","166"
"FPostProcessBenchmarkVS0","Global","SF_Vertex","1","439"
"FPostProcessBenchmarkVS1","Global","SF_Vertex","1","330"
"FPostProcessBenchmarkVS2","Global","SF_Vertex","1","248"
"FPropagateMipDistanceCS","Global","SF_Compute","2","2510"
"FRDGMemcpyCS","Global","SF_Compute","6","2502"
"FRDGMemsetBufferCS","Global","SF_Compute","6","2242"
"FRDGScatterCopyCS","Global","SF_Compute","7","3243"
"FRGB10toYUVv210ConvertPS","Global","SF_Pixel","1","1180"
"FRGB8toUYVY8ConvertPS","Global","SF_Pixel","1","627"
"FRGB8toY8ConvertPS","Global","SF_Pixel","1","542"
"FRGBConvertPS","Global","SF_Pixel","1","1062"
"FRadixSortClearOffsetsCS","Global","SF_Compute","1","257"
"FRadixSortDownsweepCS","Global","SF_Compute","1","4011"
"FRadixSortSpineCS","Global","SF_Compute","1","1151"
"FRadixSortUpsweepCS","Global","SF_Compute","1","1234"
"FReadTextureExternalPS","Global","SF_Pixel","1","528"
"FRecenterSTDisplacementMapPS","Global","SF_Pixel","1","547"
"FRecomputeTangentsPerTrianglePassCS<0>","Global","SF_Compute","1","1891"
"FRecomputeTangentsPerTrianglePassCS<1>","Global","SF_Compute","1","1891"
"FRecomputeTangentsPerTrianglePassCS<2>","Global","SF_Compute","1","2176"
"FRecomputeTangentsPerTrianglePassCS<3>","Global","SF_Compute","1","2176"
"FRecomputeTangentsPerVertexPassCS<0>","Global","SF_Compute","1","642"
"FRecomputeTangentsPerVertexPassCS<1>","Global","SF_Compute","1","853"
"FReconstructVolumetricRenderTargetPS","Global","SF_Pixel","5","6890"
"FRectAtlasAddTexturePS","Global","SF_Pixel","1","582"
"FRectAtlasCopyTexturePS","Global","SF_Pixel","1","424"
"FRectAtlasFilterTexturePS","Global","SF_Pixel","1","1178"
"FRectLightAtlasVS","Global","SF_Vertex","1","638"
"FRefineSparseVoxels","Global","SF_Compute","1","809"
"FReflectionEnvironmentSkyLightingPS","Global","SF_Pixel","144","841823"
"FRenderCameraAerialPerspectiveVolumeCS","Global","SF_Compute","32","163518"
"FRenderDebugSkyAtmospherePS","Global","SF_Pixel","1","3811"
"FRenderDistantSkyLightLutCS","Global","SF_Compute","2","4487"
"FRenderLightingCacheWithPreshadingCS","Global","SF_Compute","4","20188"
"FRenderMultiScatteredLuminanceLutCS","Global","SF_Compute","2","5174"
"FRenderRealTimeReflectionHeightFogPS","Global","SF_Pixel","2","3610"
"FRenderRealTimeReflectionHeightFogVS","Global","SF_Vertex","1","454"
"FRenderSingleScatteringWithPreshadingCS","Global","SF_Compute","24","222653"
"FRenderSkyAtmospherePS","Global","SF_Pixel","69","342331"
"FRenderSkyAtmosphereVS","Global","SF_Vertex","1","327"
"FRenderSkyViewLutCS","Global","SF_Compute","16","70929"
"FRenderTransmittanceLutCS","Global","SF_Compute","1","1238"
"FRenderTransmittanceWithVoxelGridCS","Global","SF_Compute","9","25948"
"FRenderVolumetricShadowMapForLightWithVoxelGridCS","Global","SF_Compute","2","7312"
"FReorderFFTPassCS","Global","SF_Compute","1","1136"
"FRescaleVariableRateShadingCS","Global","SF_Compute","1","1152"
"FResetPhysicsFieldClipmapCS","Global","SF_Compute","1","965"
"FResolveDepth2XPS","Global","SF_Pixel","1","319"
"FResolveDepth4XPS","Global","SF_Pixel","1","390"
"FResolveDepth8XPS","Global","SF_Pixel","1","391"
"FResolveDepthPS","Global","SF_Pixel","1","402"
"FResolveSingleSamplePS","Global","SF_Pixel","1","304"
"FResolveVS","Global","SF_Vertex","1","397"
"FSSDCompressMetadataCS","Global","SF_Compute","2","1572"
"FSSDSpatialAccumulationCS","Global","SF_Compute","1","3100"
"FSSDTemporalAccumulationCS","Global","SF_Compute","1","3704"
"FSSRTDiffuseTileClassificationCS","Global","SF_Compute","1","1637"
"FSSRTPrevFrameReductionCS","Global","SF_Compute","4","8124"
"FSSRTileCategorisationMarkCS","Global","SF_Compute","2","1699"
"FSSRTileClassificationBuildListsCS","Global","SF_Compute","1","850"
"FSSSTileCategorisationMarkCS","Global","SF_Compute","2","4256"
"FSSSTileClassificationBuildListsCS","Global","SF_Compute","1","769"
"FScatterCopyCS","Global","SF_Compute","4","1869"
"FScatterUploadDistanceFieldAtlasCS","Global","SF_Compute","1","495"
"FScatterUploadDistanceFieldIndirectionAtlasCS","Global","SF_Compute","1","378"
"FSceneCapturePS","Global","SF_Pixel","7","3182"
"FScreenPS","Global","SF_Pixel","1","251"
"FScreenPSArraySlice","Global","SF_Pixel","1","305"
"FScreenPSInvertAlpha","Global","SF_Pixel","1","292"
"FScreenPSMipLevel","Global","SF_Pixel","1","297"
"FScreenPS_OSE","Global","SF_Pixel","1","251"
"FScreenPSsRGBSource","Global","SF_Pixel","1","323"
"FScreenPSsRGBSourceMipLevel","Global","SF_Pixel","1","365"
"FScreenPassVS","Global","SF_Vertex","1","461"
"FScreenSpaceCastStandaloneRayCS","Global","SF_Compute","4","12217"
"FScreenSpaceReflectionsCS","Global","SF_Compute","10","27101"
"FScreenSpaceReflectionsPS","Global","SF_Pixel","10","26586"
"FScreenSpaceReflectionsStencilPS","Global","SF_Pixel","2","1108"
"FScreenSpaceReflectionsTileVS","Global","SF_Vertex","1","550"
"FScreenSpaceShadowsBendCS","Global","SF_Compute","3","18333"
"FScreenSpaceShadowsCS","Global","SF_Compute","1","1839"
"FScreenSpaceShadowsUpsamplePS","Global","SF_Pixel","2","1400"
"FScreenTileClassificationCS","Global","SF_Compute","1","1325"
"FScreenVS","Global","SF_Vertex","1","441"
"FScreenVertexShaderVS","Global","SF_Vertex","1","225"
"FScrollingShadowMaps2DPS","Global","SF_Pixel","1","401"
"FSelectionOutlinePS","Global","SF_Pixel","8","24074"
"FSetRasterizeBottomLevelGridIndirectArgs","Global","SF_Compute","1","424"
"FSetupExposureIlluminanceCS","Global","SF_Compute","1","393"
"FSetupLogLuminanceCS","Global","SF_Compute","1","380"
"FSetupMotionBlurFilterCS","Global","SF_Compute","1","318"
"FShader_VirtualTextureCompress_CS< ERuntimeVirtualTextureMaterialType::BaseColor >","Global","SF_Compute","4","6909"
"FShader_VirtualTextureCompress_CS< ERuntimeVirtualTextureMaterialType::BaseColor_Normal_Roughness >","Global","SF_Compute","4","9806"
"FShader_VirtualTextureCompress_CS< ERuntimeVirtualTextureMaterialType::BaseColor_Normal_Specular >","Global","SF_Compute","4","13191"
"FShader_VirtualTextureCompress_CS< ERuntimeVirtualTextureMaterialType::BaseColor_Normal_Specular_Mask_YCoCg >","Global","SF_Compute","4","18703"
"FShader_VirtualTextureCompress_CS< ERuntimeVirtualTextureMaterialType::BaseColor_Normal_Specular_YCoCg >","Global","SF_Compute","4","17107"
"FShader_VirtualTextureCompress_CS< ERuntimeVirtualTextureMaterialType::Displacement >","Global","SF_Compute","4","4940"
"FShader_VirtualTextureCompress_CS< ERuntimeVirtualTextureMaterialType::Mask4 >","Global","SF_Compute","4","9564"
"FShader_VirtualTextureCopy_PS< ERuntimeVirtualTextureMaterialType::BaseColor >","Global","SF_Pixel","1","289"
"FShader_VirtualTextureCopy_PS< ERuntimeVirtualTextureMaterialType::BaseColor_Normal_Specular >","Global","SF_Pixel","1","391"
"FShader_VirtualTextureCopy_PS< ERuntimeVirtualTextureMaterialType::BaseColor_Normal_Specular_Mask_YCoCg >","Global","SF_Pixel","1","505"
"FShader_VirtualTextureCopy_PS< ERuntimeVirtualTextureMaterialType::BaseColor_Normal_Specular_YCoCg >","Global","SF_Pixel","1","509"
"FShader_VirtualTextureCopy_PS< ERuntimeVirtualTextureMaterialType::Mask4 >","Global","SF_Pixel","1","347"
"FShader_VirtualTextureCopy_PS< ERuntimeVirtualTextureMaterialType::WorldHeight >","Global","SF_Pixel","1","289"
"FShader_VirtualTextureCopy_VS","Global","SF_Vertex","1","376"
"FShadingFurnaceTestPassPS","Global","SF_Pixel","1","5755"
"FShadowObjectCullPS","Global","SF_Pixel","6","10500"
"FShadowObjectCullVS","Global","SF_Vertex","2","1619"
"FShadowProjectionNoTransformVS","Global","SF_Vertex","1","195"
"FShadowProjectionPS1falsefalsefalse","Global","SF_Pixel","1","1387"
"FShadowProjectionPS1falsefalsetrue","Global","SF_Pixel","1","803"
"FShadowProjectionPS1falsetruefalse","Global","SF_Pixel","1","2425"
"FShadowProjectionPS1truefalsefalse","Global","SF_Pixel","1","1441"
"FShadowProjectionPS1truetruefalse","Global","SF_Pixel","1","2458"
"FShadowProjectionPS2falsefalsefalse","Global","SF_Pixel","1","1603"
"FShadowProjectionPS2falsefalsetrue","Global","SF_Pixel","1","924"
"FShadowProjectionPS2falsetruefalse","Global","SF_Pixel","1","2650"
"FShadowProjectionPS2truefalsefalse","Global","SF_Pixel","1","1645"
"FShadowProjectionPS2truetruefalse","Global","SF_Pixel","1","2676"
"FShadowProjectionPS3falsefalsefalse","Global","SF_Pixel","1","1896"
"FShadowProjectionPS3falsefalsetrue","Global","SF_Pixel","1","1095"
"FShadowProjectionPS3falsetruefalse","Global","SF_Pixel","1","2988"
"FShadowProjectionPS3truefalsefalse","Global","SF_Pixel","1","1914"
"FShadowProjectionPS3truetruefalse","Global","SF_Pixel","1","3025"
"FShadowProjectionPS4falsefalsefalse","Global","SF_Pixel","1","2135"
"FShadowProjectionPS4falsefalsetrue","Global","SF_Pixel","1","1180"
"FShadowProjectionPS4falsetruefalse","Global","SF_Pixel","1","3223"
"FShadowProjectionPS4truefalsefalse","Global","SF_Pixel","1","2299"
"FShadowProjectionPS4truetruefalse","Global","SF_Pixel","1","3072"
"FShadowProjectionPS5falsefalsefalse","Global","SF_Pixel","1","2135"
"FShadowProjectionPS5falsefalsetrue","Global","SF_Pixel","1","1180"
"FShadowProjectionPS5falsetruefalse","Global","SF_Pixel","1","3223"
"FShadowProjectionPS5truefalsefalse","Global","SF_Pixel","1","2299"
"FShadowProjectionPS5truetruefalse","Global","SF_Pixel","1","3072"
"FShadowTileVS","Global","SF_Vertex","2","1094"
"FShadowVolumeBoundProjectionVS","Global","SF_Vertex","1","417"
"FSimpleElementAlphaOnlyPS","Global","SF_Pixel","1","356"
"FSimpleElementColorChannelMaskPS","Global","SF_Pixel","1","461"
"FSimpleElementDistanceFieldGammaPS","Global","SF_Pixel","1","1135"
"FSimpleElementGammaAlphaOnlyPS","Global","SF_Pixel","1","564"
"FSimpleElementGammaPS_Linear","Global","SF_Pixel","1","635"
"FSimpleElementGammaPS_SRGB","Global","SF_Pixel","1","635"
"FSimpleElementHitProxyPS","Global","SF_Pixel","1","333"
"FSimpleElementMaskedGammaPS_Linear","Global","SF_Pixel","1","660"
"FSimpleElementMaskedGammaPS_SRGB","Global","SF_Pixel","1","660"
"FSimpleElementNormalMapPS","Global","SF_Pixel","1","402"
"FSimpleElementPS","Global","SF_Pixel","1","477"
"FSimpleElementTexture2DPreviewPS","Global","SF_Pixel","3","3801"
"FSimpleElementVS","Global","SF_Vertex","1","517"
"FSimpleLightTranslucentLightingInjectPS","Global","SF_Pixel","1","939"
"FSimulationShaderDefaultCS","Global","SF_Compute","1","11061"
"FSingleLayerWaterCompositePS","Global","SF_Pixel","4","10083"
"FSingleLayerWaterRefractionCullingPS","Global","SF_Pixel","2","797"
"FSingleLayerWaterRefractionMaskPS","Global","SF_Pixel","1","1150"
"FSkinUpdateCS","Global","SF_Compute","18","25003"
"FSlateDebugBatchingPS","Global","SF_Pixel","1","280"
"FSlateDebugOverdrawPS","Global","SF_Pixel","1","269"
"FSlateElementVS","Global","SF_Vertex","1","657"
"FSlateMaskingPS","Global","SF_Pixel","1","182"
"FSlateMaskingVS","Global","SF_Vertex","1","359"
"FSlatePostProcessBlurPS","Global","SF_Pixel","1","782"
"FSlatePostProcessColorDeficiencyPS","Global","SF_Pixel","1","2004"
"FSlatePostProcessDownsamplePS","Global","SF_Pixel","1","494"
"FSlatePostProcessUpsamplePS","Global","SF_Pixel","3","2923"
"FSparseVolumeTextureUpdateFromSparseBufferCS","Global","SF_Compute","3","2914"
"FSparseVolumeTextureUpdatePageTableCS","Global","SF_Compute","1","414"
"FSpecularProfileConvolveCS","Global","SF_Compute","2","2596"
"FSpecularProfileCopyCS","Global","SF_Compute","2","911"
"FSplineMeshTextureFillCS","Global","SF_Compute","1","2073"
"FStereoLayerPS","Global","SF_Pixel","1","314"
"FStereoLayerPS_External","Global","SF_Pixel","1","314"
"FStereoLayerVS","Global","SF_Vertex","1","443"
"FSubstrateTilePassVS","Global","SF_Vertex","4","2024"
"FSubsurfaceBuildIndirectDispatchArgsCS","Global","SF_Compute","1","529"
"FSubsurfaceIndirectDispatchCS","Global","SF_Compute","35","89446"
"FSubsurfaceIndirectDispatchSetupCS","Global","SF_Compute","39","62059"
"FSubsurfaceInitValueBufferCS","Global","SF_Compute","1","242"
"FSubsurfaceRecombineCopyPS","Global","SF_Pixel","1","254"
"FSubsurfaceRecombinePS","Global","SF_Pixel","9","9968"
"FSubsurfaceSRVResolvePS","Global","SF_Pixel","1","229"
"FSubsurfaceTileBuildIndirectDispatchArgsCS","Global","SF_Compute","1","493"
"FSubsurfaceTileFallbackScreenPassVS","Global","SF_Vertex","1","439"
"FSubsurfaceTilePassVS","Global","SF_Vertex","1","596"
"FSubsurfaceViewportCopyPS","Global","SF_Pixel","1","229"
"FSubsurfaceVisualizePS","Global","SF_Pixel","1","1613"
"FTSRClearPrevTexturesCS","Global","SF_Compute","1","612"
"FTSRDecimateHistoryCS","Global","SF_Compute","16","81291"
"FTSRDetectThinGeometryCS","Global","SF_Compute","4","8318"
"FTSRDilateVelocityCS","Global","SF_Compute","6","47672"
"FTSRMeasureFlickeringLumaCS","Global","SF_Compute","1","828"
"FTSRMeasureThinGeometryCoverageCS","Global","SF_Compute","2","1855"
"FTSRRejectShadingCS","Global","SF_Compute","12","83758"
"FTSRResolveHistoryCS","Global","SF_Compute","2","2984"
"FTSRSpatialAntiAliasingCS","Global","SF_Compute","2","5266"
"FTSRTSRWeightRelaxationCS","Global","SF_Compute","2","2190"
"FTSRUpdateHistoryCS","Global","SF_Compute","6","35072"
"FTSRVisualizeCS","Global","SF_Compute","1","4022"
"FTemporalAACS","Global","SF_Compute","63","202822"
"FTemporalUpsampleDepthPS","Global","SF_Pixel","1","1377"
"FTestImagePS","Global","SF_Pixel","1","2246"
"FTonemapCS","Global","SF_Compute","124","249196"
"FTonemapPS","Global","SF_Pixel","124","243292"
"FTonemapVS","Global","SF_Vertex","1","677"
"FTopLevelCreateBitmaskCS","Global","SF_Compute","1","810"
"FTopLevelGridCalculateVoxelSize","Global","SF_Compute","1","1666"
"FTransferVelocityPassCS","Global","SF_Compute","1","341"
"FTranslucencyUpsampleResponsiveAAPS","Global","SF_Pixel","1","410"
"FTranslucentLightingInjectBatchCS","Global","SF_Compute","8","25194"
"FUYVYConvertPS","Global","SF_Pixel","1","714"
"FUndistortImagePointsCS","Global","SF_Compute","1","291"
"FUpdateHistoryDepthRejectionPS","Global","SF_Pixel","1","1959"
"FUpdateSampleCoverageCS","Global","SF_Compute","1","676"
"FUpdateTexture2DSubresourceCS_Float","Global","SF_Compute","1","343"
"FUpdateTexture2DSubresourceCS_Int32","Global","SF_Compute","1","343"
"FUpdateTexture2DSubresourceCS_Uint32","Global","SF_Compute","1","343"
"FUpdateTexture3DSubresourceCS","Global","SF_Compute","1","428"
"FUploadHeightFieldToAtlasCS","Global","SF_Compute","1","383"
"FUploadVisibilityToAtlasCS","Global","SF_Compute","1","401"
"FUpscalePS","Global","SF_Pixel","14","11868"
"FUpscaleVS","Global","SF_Vertex","1","561"
"FVYUConvertPS","Global","SF_Pixel","1","1057"
"FViewDepthCopyCS","Global","SF_Compute","1","271"
"FVirtualVoxelGenerateMipCS","Global","SF_Compute","2","4025"
